cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
FL-21,12.6,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-22,13.2,81,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-23,14.1,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-24,22.7,70,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-25,16.7,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-26,18.1,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
FL-27,16.9,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-01,16.9,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-02,20.5,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-03,22.2,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-04,18,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-05,14.7,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-06,12.9,68,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-07,18.7,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-08,24.3,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-09,21.4,49,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-10,23.3,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-11,16.7,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-12,21.3,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-13,19.9,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
GA-14,25.3,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
HI-01,9.3,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
HI-02,12.3,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IA-01,15.3,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IA-02,12.6,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IA-03,15.4,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IA-04,17.4,45,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
ID-01,14.7,59,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
ID-02,15.4,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-01,16.4,64,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-02,17.3,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-03,16.9,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-04,16.3,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-05,11.5,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-06,14.5,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-07,14.1,77,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-08,12.9,56,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-09,11.3,70,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-10,13,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-11,17,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-12,15.9,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-13,16,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-14,12.1,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-15,19,40,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-16,17.9,46,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-17,19,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IL-18,18.6,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-01,14.7,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-02,21.5,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-03,21.2,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-04,17.8,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-05,17.7,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-06,19.9,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-07,18,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-08,20.7,46,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
IN-09,18.5,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KS-01,19.2,52,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KS-02,19.1,52,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KS-03,15.2,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KS-04,19.8,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-01,25.8,52,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-02,23.5,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-03,17.7,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-04,23.1,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-05,29.7,42,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
KY-06,22.6,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-01,23.1,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-02,18.4,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-03,21.4,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-04,26.4,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-05,27.3,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
LA-06,21.3,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-01,11.2,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-02,10,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-03,11.9,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-04,11.2,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-05,9.2,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-06,7.4,39,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-07,12.6,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-08,10.7,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MA-09,10.5,45,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-01,13.2,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-02,14.2,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-03,11.1,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-04,14.8,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-05,11.9,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-06,16.6,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-07,10.2,68,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MD-08,10,59,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
ME-01,11.8,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
ME-02,13.2,49,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-01,14.1,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-02,16.5,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-03,16,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-04,16.5,45,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-05,14.9,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-06,17.5,46,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-07,15.4,44,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-08,19.6,59,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-09,13.4,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-10,14.7,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-11,13.2,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-12,12.3,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-13,20.2,68,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MI-14,15.4,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-01,16.6,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-02,17.6,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-03,14.1,45,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-04,11.9,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-05,11.3,73,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-06,17.4,40,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-07,18.5,40,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MN-08,18.4,40,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-01,17,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-02,16.5,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-03,17.2,49,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-04,18.6,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-05,16.7,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-06,20.1,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-07,21.6,53,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MO-08,24.1,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MS-01,24.5,48,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MS-02,26.2,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MS-03,26.1,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MS-04,24.6,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
MT-01,13.7,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-01,15.4,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-02,15.2,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-03,17.5,64,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-04,13,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-05,20.5,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-06,20.1,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-07,17.8,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-08,22.4,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-09,21.4,64,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-10,23.1,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-11,20.2,46,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-12,14.8,77,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NC-13,19.2,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
ND-01,18.8,45,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NE-01,18.7,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NE-02,14.7,57,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NE-03,21.5,39,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NH-01,11.4,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NH-02,11.1,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-01,12.1,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-02,13.1,64,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-03,12,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-04,10.5,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-05,10.7,66,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-06,12.7,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-07,12,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-08,11.8,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-09,14.8,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-10,17.5,73,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-11,11,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NJ-12,10.6,65,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NM-01,16.2,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NM-02,17,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NM-03,14.2,55,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NV-01,13.8,78,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NV-02,13.1,58,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NV-03,11.1,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NV-04,14.5,77,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-01,12.5,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-02,14.5,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-03,12,54,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-04,13.5,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-05,18.2,73,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-06,14.8,68,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-07,14.1,70,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-08,16.5,71,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-09,13.2,72,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-10,18.8,76,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-11,14.4,70,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-12,15.5,67,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-13,13,71,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-14,10.7,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-15,19.3,63,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-16,11.9,68,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-17,10.4,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-18,12.6,60,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-19,11.9,59,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-20,12.6,62,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-21,14.6,47,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-22,14.4,50,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-23,16.9,43,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-24,12.6,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-25,11.4,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-26,14.3,69,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
NY-27,12.9,42,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
OH-01,16.6,61,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
OH-02,16,51,abortion_prohibition,Prohibit all abortions after 20 weeks,Abortion,7
