cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
GA-09,56.1,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
GA-10,61.6,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
GA-11,65.2,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
GA-12,69,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
GA-13,69.1,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
GA-14,63.3,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
HI-01,71.8,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
HI-02,73.2,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IA-01,72.3,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IA-02,71.5,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IA-03,70.7,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IA-04,68.6,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
ID-01,58.3,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
ID-02,67.3,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-01,75.2,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-02,77.8,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-03,73.8,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-04,77.5,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-05,77,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-06,70.8,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-07,78.4,77,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-08,72.5,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-09,78.8,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-10,71.4,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-11,67.8,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-12,67.4,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-13,66.1,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-14,68.1,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-15,65.4,40,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-16,70,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-17,68.9,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IL-18,65.5,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-01,73,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-02,64.2,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-03,66.7,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-04,66.2,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-05,67,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-06,61.4,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-07,74.2,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-08,68.4,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
IN-09,68.3,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KS-01,66.2,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KS-02,70.9,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KS-03,69.4,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KS-04,63.2,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-01,64.4,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-02,67.1,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-03,73.9,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-04,63,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-05,61.7,42,immig_legalize,Grant legal status to DACA recipients,Immigration,7
KY-06,72.5,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-01,65.9,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-02,76.5,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-03,60.5,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-04,65.1,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-05,65.7,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
LA-06,62.6,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-01,71.1,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-02,71.7,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-03,68.8,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-04,69.8,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-05,73.6,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-06,67.3,39,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-07,75.9,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-08,74.5,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MA-09,69.7,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-01,65.1,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-02,69.9,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-03,73.7,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-04,77.9,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-05,72.5,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-06,69.8,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-07,78.7,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MD-08,76.2,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
ME-01,70.9,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
ME-02,70.8,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-01,65.3,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-02,68.9,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-03,68.4,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-04,66.9,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-05,72.3,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-06,69.4,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-07,65.1,44,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-08,73.1,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-09,68.9,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-10,65.1,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-11,71.4,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-12,75.6,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-13,78.1,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MI-14,77.4,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-01,68.1,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-02,66.1,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-03,71.7,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-04,76,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-05,78.6,73,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-06,65.1,40,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-07,67.7,40,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MN-08,62.1,40,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-01,75.2,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-02,71.9,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-03,64.9,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-04,64.7,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-05,71.8,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-06,63.7,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-07,66.4,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MO-08,61.4,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MS-01,61,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MS-02,70.4,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MS-03,65.8,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MS-04,66.2,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
MT-01,66.7,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-01,74.8,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-02,71.1,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-03,68.5,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-04,76,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-05,65.4,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-06,68.8,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-07,65.2,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-08,64.4,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-09,65.3,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-10,63.7,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-11,70.2,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-12,77.3,77,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NC-13,67.4,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
ND-01,69.3,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NE-01,72.8,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NE-02,68.8,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NE-03,66.9,39,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NH-01,69,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NH-02,69.7,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-01,72,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-02,69.1,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-03,68.4,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-04,71.5,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-05,68.2,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-06,69.3,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-07,73.1,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-08,78.6,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-09,70.7,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-10,79.3,73,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-11,68,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NJ-12,78,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NM-01,69.7,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NM-02,64.5,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NM-03,68.1,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NV-01,71,78,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NV-02,59.1,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NV-03,69.8,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NV-04,67,77,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-01,71.8,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-02,73.7,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-03,74.1,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-04,71.4,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-05,78,73,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-06,73.8,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-07,81.1,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-08,80.1,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-09,81.9,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-10,77.6,76,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-11,70.2,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-12,77.7,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-13,82,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-14,79.1,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-15,81.6,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-16,75.5,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-17,76,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-18,69.8,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-19,69.8,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-20,75.3,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-21,69.9,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-22,69.1,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-23,70.6,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-24,67.3,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-25,74.4,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-26,70.9,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
NY-27,65.7,42,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-01,71.3,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-02,68.8,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-03,76.1,75,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-04,66.6,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-05,67.6,44,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-06,64.4,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-07,66.8,39,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-08,65.8,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-09,72.3,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-10,71.9,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-11,78.2,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-12,71.2,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-13,70.2,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-14,64.6,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-15,66.6,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OH-16,69.1,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OK-01,70.4,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OK-02,61.5,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OK-03,65.5,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OK-04,70.7,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OK-05,73.4,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OR-01,71.5,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OR-02,62.5,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OR-03,76.8,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OR-04,73.2,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
OR-05,69.9,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-01,68.9,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-02,77.1,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-03,79.6,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-04,69,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-05,72.9,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-06,68.6,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-07,66.5,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-08,64.1,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-09,64.6,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-10,70.5,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-11,68.4,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-12,63.9,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-13,65.2,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-14,67.6,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-15,60.9,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-16,63.2,49,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-17,68.8,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
PA-18,72.6,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
RI-01,71.7,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
RI-02,69.7,48,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-01,70.1,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-02,69.2,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-03,64.2,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-04,64,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-05,68.6,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-06,74.1,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SC-07,62,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
SD-01,62.1,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-01,63.9,47,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-02,66.2,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-03,63.7,52,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-04,61.7,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-05,72.8,63,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-06,61.7,43,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-07,60.2,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-08,68.8,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TN-09,76.3,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-01,63.1,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-02,70.6,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-03,69.8,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-04,61,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-05,65.2,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-06,65.4,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-07,71.7,77,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-08,66.3,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-09,73.2,77,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-10,67.1,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-11,64.4,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-12,68.2,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-13,65.6,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-14,69.4,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-15,70.9,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-16,79.3,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-17,69.6,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-18,73.2,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-19,65.5,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-20,77.3,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-21,66.4,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-22,68,80,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-23,68.9,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-24,73.7,69,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-25,68.3,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-26,64.7,68,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-27,65.3,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-28,74,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-29,73.6,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-30,74.1,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-31,68,78,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-32,69.9,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-33,76.1,70,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-34,72.7,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-35,73.2,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
TX-36,61.4,57,immig_legalize,Grant legal status to DACA recipients,Immigration,7
UT-01,70.1,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
UT-02,69.5,55,immig_legalize,Grant legal status to DACA recipients,Immigration,7
UT-03,70.7,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
UT-04,71.2,54,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-01,67.6,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-02,69.6,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-03,70,74,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-04,72.3,71,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-05,66.9,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-06,65.5,64,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-07,64.6,62,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-08,76.7,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-09,65.3,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-10,68.9,61,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VA-11,74.4,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
VT-01,73.6,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-01,73.1,53,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-02,73.9,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-03,72.8,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-04,68.8,51,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-05,69.8,59,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-06,71.4,67,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-07,77.7,65,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-08,73,56,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-09,77,72,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WA-10,74.6,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-01,69.1,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-02,73.3,58,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-03,69,44,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-04,75.3,66,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-05,68.2,60,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-06,69.3,38,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-07,67.1,42,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WI-08,68.4,50,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WV-01,69.4,41,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WV-02,71.7,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WV-03,61.3,45,immig_legalize,Grant legal status to DACA recipients,Immigration,7
WY-01,64.4,46,immig_legalize,Grant legal status to DACA recipients,Immigration,7
AK-01,44.9,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-01,45.4,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-02,46.2,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-03,48.9,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-04,56.4,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-05,42.9,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-06,46.3,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AL-07,33.1,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AR-01,52.4,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AR-02,41,56,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AR-03,46.9,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AR-04,41.4,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-01,49.3,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-02,39.1,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-03,40.1,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-04,61.2,56,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-05,52.3,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-06,46.9,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-07,35.2,71,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-08,55.9,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
AZ-09,37.2,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-01,41.8,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-02,29.7,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-03,38.4,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-04,42.1,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-05,25.3,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-06,32.7,79,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-07,33.5,68,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-08,43,71,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-09,32.7,78,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-10,41.8,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-11,31.6,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-12,21.6,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-13,19.9,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-14,26.3,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-15,30.3,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-16,39.4,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-17,28.8,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-18,29.4,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-19,31.7,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-20,33,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-21,37.5,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-22,40.3,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
